0.09000000000000001 5.82870318767615828506e+01; avg. exectime = 0.006329111496000007
0.09500000000000001 4.66611174859987401752e+01; avg. exectime = 0.002568946963999999
0.08 1.64329693809543320698e+02; avg. exectime = 0.0037569828399999995
0.085 1.18905116015155291581e+02; avg. exectime = 0.003437526507999997
0.07 2.8124628761430249449e+02; avg. exectime = 0.011217678004000009
0.07500000000000001 2.44170158784859650081e+02; avg. exectime = 0.0030867178919999957
0.060000000000000005 5.3752467958238584933e+02; avg. exectime = 0.009935048917999997
0.065 3.15840570212203042871e+02; avg. exectime = 0.008213790216
0.05 6.08487633017456337248e+02; avg. exectime = 0.012653631790000003
0.055 5.67053200949808202613e+02; avg. exectime = 0.011209619284000006
0.04000000000000001 8.42435704831086828892e+02; avg. exectime = 0.018541616152000007
0.045000000000000005 8.34857424193462986817e+02; avg. exectime = 0.01302431052200001
0.03 1.11727991843185950394e+03; avg. exectime = 0.024385075898000017
0.034999999999999996 8.81320663645207455494e+02; avg. exectime = 0.020388983280000002
0.020000000000000004 1.16363153516249223285e+03; avg. exectime = 0.023522294802000014
0.025000000000000005 1.1415965898647861132e+03; avg. exectime = 0.02367912383199999
0.010000000000000009 1.41939657097987494634e+04; avg. exectime = 0.09255026754200002
0.01500000000000001 3.63547650206236305781e+03; avg. exectime = 0.031901352255999986
0.009000000000000001 1.44798971078965351982e+04; avg. exectime = 0.10299526757599997
0.009500000000000001 1.43945954341834259935e+04; avg. exectime = 0.10213209618399997
0.008 2.08353103701689890972e+04; avg. exectime = 0.10971839774799992
0.0085 1.50251450068649291092e+04; avg. exectime = 0.11018955776199996
0.007 2.39211868170751835549e+04; avg. exectime = 0.12686594168200005
0.0075 2.37060689329840269917e+04; avg. exectime = 0.11855985516199997
0.006 2.50603357236720494559e+04; avg. exectime = 0.15168849599600012
0.006500000000000001 2.35922980993374637251e+04; avg. exectime = 0.14230513153999994
0.005 4.20032964938750194399e+04; avg. exectime = 0.16071969755199997
0.0055 2.50879842996496796186e+04; avg. exectime = 0.15183581714800007
0.004 4.28420537131826350858e+04; avg. exectime = 0.1838544381939999
0.0045000000000000005 4.30609458738527655441e+04; avg. exectime = 0.17863617081200034
0.003 1.0997181879802738522e+05; avg. exectime = 0.20302651595000004
0.002 2.41711989527405483827e+05; avg. exectime = 0.4252332875140001
0.0025 1.54974447900765834348e+05; avg. exectime = 0.2714875263440001
0.0010000000000000009 2.59893205719457203554e+06; avg. exectime = 2.344518204268002
0.001500000000000001 7.3058273637920736877e+05; avg. exectime = 0.7384258340760012
0.0009 2.99408902326737210933e+06; avg. exectime = 2.4993413584899993
0.00095 2.43084427704291259397e+06; avg. exectime = 2.2146827133699993
0.0009 2.99408902326737210933e+06; avg. exectime = 2.4993413584899993
0.00095 2.43084427704291259397e+06; avg. exectime = 2.2146827133699993
0.0008 3.45330254153514159452e+06; avg. exectime = 3.1196503947400003
0.0008500000000000001 3.14362505076808992521e+06; avg. exectime = 2.3421249645300004
0.0007000000000000001 3.50619594501443330796e+06; avg. exectime = 3.354895353350001
0.0007500000000000001 3.39056233193366095566e+06; avg. exectime = 3.5452512056500005
0.0006000000000000001 3.77184957654996146312e+06; avg. exectime = 2.943411596269999
0.0006500000000000001 3.92403858054093697638e+06; avg. exectime = 2.8202907108599997
0.0005 4.29366279431357827207e+06; avg. exectime = 3.45447409375
0.00055 3.99954619793309905231e+06; avg. exectime = 3.7966965843799994
0.0004000000000000001 6.23375908255205730848e+06; avg. exectime = 3.448870365609998
0.0004500000000000001 4.78411022415803178819e+06; avg. exectime = 3.8405770495699985

