Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,3.00000000000000006245e-03 with 64 bits of precision,7.51498789918219888229e+03 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,2.00000000000000004163e-03 with 64 bits of precision,3.12049080355259795656e+04 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,1.00000000000000088818e-03 with 64 bits of precision,2.65564438472824517163e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,1.00000000000000002082e-03 with 64 bits of precision,2.65564438472824517163e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,8.99999999999999975367e-04 with 64 bits of precision,2.6556443857492672106e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,8.00000000000000038337e-04 with 64 bits of precision,2.65564438677575700552e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,7.00000000000000101308e-04 with 64 bits of precision,2.65564438781021497761e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,6.00000000000000055858e-04 with 64 bits of precision,2.6556443888569883643e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,5.00000000000000010408e-04 with 64 bits of precision,2.65564438992444298606e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,4.00000000000000073379e-04 with 64 bits of precision,2.65564439103138767081e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,3.00000000000000027929e-04 with 64 bits of precision,2.65564439223392996666e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,1.99999999999999982479e-04 with 64 bits of precision,2.65564439396636385254e+05 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,1.0000000000000004545e-04 with 64 bits of precision,1.43078301791808720271e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,1.00000000000000004792e-04 with 64 bits of precision,1.43078301791808720271e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,9.00000000000000056682e-05 with 64 bits of precision,4.54115270805442883546e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,8.00000000000000065442e-05 with 64 bits of precision,4.56850431564807977324e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,7.00000000000000074203e-05 with 64 bits of precision,4.59585592324177575763e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,6.00000000000000015201e-05 with 64 bits of precision,4.62320753083553355798e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,5.00000000000000023961e-05 with 64 bits of precision,7.76092882856578931795e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,4.00000000000000032721e-05 with 64 bits of precision,7.7882804361593518022e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,3.00000000000000109244e-05 with 64 bits of precision,7.81563204375300483429e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,1.99999999999999982479e-05 with 64 bits of precision,7.81563204375315260608e+08 with 64 bits of precision]
Real[8.80036755335050435711e-01 with 64 bits of precision,1.3938412895876284292e-01 with 64 bits of precision,4.53990499739546859992e-01 with 64 bits of precision,9.99999999999999912396e-06 with 64 bits of precision,7.84298365134686789534e+08 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.00000000000000005551e-01 with 64 bits of precision,8.34684119890845634612e+01 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,9.00000000000000105471e-02 with 64 bits of precision,8.34982373329930866873e+01 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,8.00000000000000016653e-02 with 64 bits of precision,1.6440337798574515181e+02 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,7.00000000000000066613e-02 with 64 bits of precision,2.51681526343041035335e+02 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,6.00000000000000047184e-02 with 64 bits of precision,2.51705859865121898231e+02 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,5.00000000000000027756e-02 with 64 bits of precision,3.38999498508719532691e+02 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,4.00000000000000077716e-02 with 64 bits of precision,4.19905679470759851141e+02 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,2.99999999999999988898e-02 with 64 bits of precision,5.07201829830291709117e+02 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,2.00000000000000038858e-02 with 64 bits of precision,5.0721306686181881318e+02 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.00000000000000088818e-02 with 64 bits of precision,4.17040627531139117412e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.00000000000000002082e-02 with 64 bits of precision,4.17040627531139117412e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,9.00000000000000105471e-03 with 64 bits of precision,4.17040737442963208625e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,8.00000000000000016653e-03 with 64 bits of precision,4.17040850335726433107e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,7.00000000000000014572e-03 with 64 bits of precision,4.17040967950875193848e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,6.0000000000000001249e-03 with 64 bits of precision,4.17041093952998285177e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,5.00000000000000010408e-03 with 64 bits of precision,4.1704123845748536783e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,4.00000000000000008327e-03 with 64 bits of precision,4.17041475506134123119e+03 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,3.00000000000000006245e-03 with 64 bits of precision,4.60516135894282297194e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,2.00000000000000004163e-03 with 64 bits of precision,4.6051614597629314261e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.00000000000000088818e-03 with 64 bits of precision,4.60516156230079945928e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.00000000000000002082e-03 with 64 bits of precision,4.60516156230079945928e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,8.99999999999999975367e-04 with 64 bits of precision,4.60516157288876574682e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,8.00000000000000038337e-04 with 64 bits of precision,4.60516158364084420676e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,7.00000000000000101308e-04 with 64 bits of precision,4.60516159464143926527e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,6.00000000000000055858e-04 with 64 bits of precision,4.6051616060502655646e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,5.00000000000000010408e-04 with 64 bits of precision,4.60516161822308929317e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,4.00000000000000073379e-04 with 64 bits of precision,4.60516163224913377015e+04 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,3.00000000000000027929e-04 with 64 bits of precision,1.16515511702425426336e+06 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.99999999999999982479e-04 with 64 bits of precision,1.44591553660034495342e+07 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.0000000000000004545e-04 with 64 bits of precision,2.32300613332103499579e+07 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.00000000000000004792e-04 with 64 bits of precision,2.32300613332103499579e+07 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,9.00000000000000056682e-05 with 64 bits of precision,2.32300613332224328224e+07 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,8.00000000000000065442e-05 with 64 bits of precision,2.32300613332352805628e+07 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,7.00000000000000074203e-05 with 64 bits of precision,2.3230061333249577483e+07 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,6.00000000000000015201e-05 with 64 bits of precision,2.32300613332673346777e+07 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,5.00000000000000023961e-05 with 64 bits of precision,1.16856601383555066088e+08 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,4.00000000000000032721e-05 with 64 bits of precision,1.16856601383566437595e+08 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,3.00000000000000109244e-05 with 64 bits of precision,1.16856601383579331654e+08 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,1.99999999999999982479e-05 with 64 bits of precision,1.43957445651882428082e+09 with 64 bits of precision]
Real[9.39347432391752779068e-01 with 64 bits of precision,1.48778017349657953883e-01 with 64 bits of precision,3.09016994374947451263e-01 with 64 bits of precision,9.99999999999999912396e-06 with 64 bits of precision,7.07299712157710472913e+09 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.00000000000000005551e-01 with 64 bits of precision,6.81051660885543085761e+01 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,9.00000000000000105471e-02 with 64 bits of precision,8.75533773178330393672e+01 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,8.00000000000000016653e-02 with 64 bits of precision,8.75737230408404859067e+01 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,7.00000000000000066613e-02 with 64 bits of precision,9.37495238587276286182e+01 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,6.00000000000000047184e-02 with 64 bits of precision,1.13187510342096504121e+02 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,5.00000000000000027756e-02 with 64 bits of precision,1.13200162827756770405e+02 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,4.00000000000000077716e-02 with 64 bits of precision,1.1321540566852743926e+02 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,2.99999999999999988898e-02 with 64 bits of precision,1.38843134806048464067e+02 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,2.00000000000000038858e-02 with 64 bits of precision,1.38855726875432817613e+02 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.00000000000000088818e-02 with 64 bits of precision,3.2520408884018958191e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.00000000000000002082e-02 with 64 bits of precision,3.2520408884018958191e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,9.00000000000000105471e-03 with 64 bits of precision,3.25204190103253799204e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,8.00000000000000016653e-03 with 64 bits of precision,3.2520429168969930227e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,7.00000000000000014572e-03 with 64 bits of precision,3.25204393743620459656e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,6.0000000000000001249e-03 with 64 bits of precision,3.25204496511257457825e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,5.00000000000000010408e-03 with 64 bits of precision,3.25204600453525764836e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,4.00000000000000008327e-03 with 64 bits of precision,3.25204706556221445046e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,3.00000000000000006245e-03 with 64 bits of precision,3.2520481744922368903e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,2.00000000000000004163e-03 with 64 bits of precision,3.25204944618450217497e+03 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.00000000000000088818e-03 with 64 bits of precision,2.14257937634076445672e+04 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.00000000000000002082e-03 with 64 bits of precision,2.14257937634076445672e+04 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,8.99999999999999975367e-04 with 64 bits of precision,2.14257939807792952447e+04 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,8.00000000000000038337e-04 with 64 bits of precision,1.78936740433124389654e+06 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,7.00000000000000101308e-04 with 64 bits of precision,1.78936740454601979047e+06 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,6.00000000000000055858e-04 with 64 bits of precision,1.83817378176706895886e+06 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,5.00000000000000010408e-04 with 64 bits of precision,2.68242508139984156423e+06 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,4.00000000000000073379e-04 with 64 bits of precision,2.68242508153854319312e+06 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,3.00000000000000027929e-04 with 64 bits of precision,2.73123145879000696391e+06 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.99999999999999982479e-04 with 64 bits of precision,1.24697120416535364739e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.0000000000000004545e-04 with 64 bits of precision,1.69168266832129844042e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.00000000000000004792e-04 with 64 bits of precision,1.69168266832129844042e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,9.00000000000000056682e-05 with 64 bits of precision,1.69168266832269705574e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,8.00000000000000065442e-05 with 64 bits of precision,1.69168266832431277689e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,7.00000000000000074203e-05 with 64 bits of precision,1.69168266832602287268e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,6.00000000000000015201e-05 with 64 bits of precision,9.06034148467773337106e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,5.00000000000000023961e-05 with 64 bits of precision,9.06034148467931243213e+07 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,4.00000000000000032721e-05 with 64 bits of precision,1.64290003010320083049e+08 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,3.00000000000000109244e-05 with 64 bits of precision,1.64290003010329029334e+08 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,1.99999999999999982479e-05 with 64 bits of precision,3.34743003844661228912e+08 with 64 bits of precision]
Real[9.75528258147576821102e-01 with 64 bits of precision,1.54508497187473725631e-01 with 64 bits of precision,1.56434465040230924471e-01 with 64 bits of precision,9.99999999999999912396e-06 with 64 bits of precision,3.34743003844666060235e+08 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,1.00000000000000005551e-01 with 64 bits of precision,9.75393669182304215784e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,9.00000000000000105471e-02 with 64 bits of precision,9.76397648291113580844e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,8.00000000000000016653e-02 with 64 bits of precision,9.77402629684076030767e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,7.00000000000000066613e-02 with 64 bits of precision,9.78409048208527311417e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,6.00000000000000047184e-02 with 64 bits of precision,9.79417634256429575634e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,5.00000000000000027756e-02 with 64 bits of precision,9.80429718414731666155e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,4.00000000000000077716e-02 with 64 bits of precision,9.81448016152554520222e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,2.99999999999999988898e-02 with 64 bits of precision,9.8247911338002641788e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,2.00000000000000038858e-02 with 64 bits of precision,9.83544714821461586295e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,1.00000000000000088818e-02 with 64 bits of precision,9.84821324054305751068e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,1.00000000000000002082e-02 with 64 bits of precision,9.84821324054305751068e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,9.00000000000000105471e-03 with 64 bits of precision,9.85044911815413485288e+00 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,8.00000000000000016653e-03 with 64 bits of precision,2.40939001120889354213e+03 with 64 bits of precision]
Real[1.48778017349657953883e-01 with 64 bits of precision,4.83409082033849288318e-02 with 64 bits of precision,9.8768834059513777035e-01 with 64 bits of precision,7.00000000000000014572e-03 with 64 bits of precision,2.40939136036261290785e+03 with 64 bits of precision]
