0.09000000000000001 6.35402280704977044691e+01
0.08 1.80234864375739063644e+02
0.07 2.69930514404960513436e+02
0.060000000000000005 5.62395330522158814923e+02
0.05 6.05128353372014921974e+02
0.04000000000000001 8.30885273680380773142e+02
0.03 1.11262061534577940392e+03
0.020000000000000004 1.15518011586825276427e+03
0.010000000000000009 1.37064642446702345531e+04
0.009000000000000001 1.4462576949988544496e+04
0.008 2.20527294351103412033e+04
0.007 2.36198373236295163125e+04
0.006 2.51403610605437524264e+04
0.005 4.05022261473336628086e+04
0.004 4.26940318076054166809e+04
0.003 7.25701444332696349946e+04
0.002 2.39972176653215437597e+05
0.0010000000000000009 2.42901919205619601871e+06
0.0009 2.79517583440186338203e+06
0.0008 3.15556083706061410544e+06
0.0007000000000000001 3.66577886093660380698e+06
0.0006000000000000001 4.11853223245379820446e+06
0.0005 4.44122096739671339901e+06
0.0004000000000000001 4.79905940328916565568e+06
0.00030000000000000003 6.05592366987022275225e+06
0.00019999999999999998 1.50463571043883760667e+07
0.00010000000000000005 4.39751542984001933401e+07
9.0e-5 5.07714110194957817112e+07
8.0e-5 7.16480380168459075212e+07
7.000000000000001e-5 1.16376185938108264789e+08
6.0e-5 1.81176634594076427631e+08
5.0e-5 5.08294576490550084593e+08
4.0e-5 6.40390157153414465138e+08
3.000000000000001e-5 1.13314767586985142517e+09
1.9999999999999998e-5 1.3246798679033632814e+09
9.999999999999999e-6 4.03496017196533569018e+09
9.0e-6 5.23445029402245372767e+09
8.000000000000001e-6 6.06666802663833892997e+09
7.000000000000001e-6 1.19863766806060842089e+10
6.000000000000001e-6 3.37662107939997868668e+10
5.0e-6 3.36873755822119664587e+10
4.000000000000001e-6 6.21277108849288438968e+10

